Post ID,Post creation date,Post message,Post type,Post impressions,Post organic reach,% of reach from paid,% of reach from organic,Post reach,Shares on posts,Total post reactions,Post photo views,Video views,Comments on posts,Shares on shares,Organic video views,Post link clicks,RowHash
108778868994125_122158612730027157,2024-02-25,"Divorced Mums:
""EVEN THE DARKEST NIGHT
WILL END AND THE SUN WILL RISE.""
VICTOR HUGO

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,34,34,0,100,34,0,0,0,0,0,0,0,0,1ce429ffbf06c452df7b3b29220858ba31852fff1197e423512b295478a7ee33
108778868994125_122158490282027157,2024-02-24,"What happens emotionally during divorce in childhood doesn't stay in childhood.
It integrates into:
our nervous systems, 
our relational patterns,
and our sense of worthiness..

Download my free guide on how to ensure what stays with your child is stuff that helps them grow, thrive and be resilient, rather than suffer or be left with trauma. Comment ‘GUIDE’ 

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,21,21,0,100,21,0,0,0,0,0,0,0,0,a92463565c8135833700efbdad635a3f928f6d90a17e19f7636bb1d3fffd3d58
108778868994125_122158417172027157,2024-02-24,"I HOPE MY DAUGHTER DOESN'T ACCEPT THINGS I'VE ACCEPTED, THAT SHE KNOWS HER WORTH FROM THE START AND KNOWS SHE ALWAYS HAS ME IN HER CORNER.

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,184,184,0,100,184,1,3,4,0,0,0,0,0,bed964e30120a24cbc13bacaf0aca04a438f855f5fc2d167c61ccb7b0c585a83
108778868994125_122158272896027157,2024-02-23,"Single mums:
Imagine feelings proud & at peace with how you got your children through your divorce…
This is possible!…
Comment ‘GUIDE’ for my free step-by-step guide on how to make this a reality for you and your kids, from a therapist who has been in your shoes!
You’ve got this. 

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,24,24,0,100,24,0,0,0,0,0,0,0,0,4e638c857aa2ab8ecce245db97a8fa4951b71285268d722bfd1e87b0eb864ef4
108778868994125_122158197626027157,2024-02-23,"During Divorce:
It’s okay for your kids to be angry.
Stop teaching them not to be angry.
Start teaching them
HOW to be angry by modelling this yourself. 

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,33,33,0,100,33,0,0,0,0,0,0,0,0,108a556e3f1312951eb96d024cc3c83cc0780d85df3e894efc85d051787c249a
108778868994125_122158014704027157,2024-02-22,"It is very common for single mums to feel like they failed their kids by not being able to give them a home with both parents.

There is also a lot of guilt felt when a women sees her children upset or sad because their mum & dad aren't together (or when you think about the day they will realise mum & dad aren't together).

Comment ‘Guide’ to download my free guide to helping your kids thrive during your divorce.

You've got this!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,18,17,0,100,17,0,1,0,0,0,0,0,0,d79610d8998a9974eee45ac3d9bb68cb906522fabd3a2d0ff672116e600f88a7
108778868994125_122157874616027157,2024-02-22,"Sending love to all of the divorced mums who are trying to give their children what they never received, without the support of their co-parent.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,42,42,0,100,42,0,1,0,0,0,0,0,0,f9f025e6a9f39a2e6c94a9210475d9d4f701e4c61942925aceb9e062f821cf3a
108778868994125_122157739496027157,2024-02-21,"My son used to cry and scream when he had to go to his Dad’s house, it left me broken as I tried to leave him there.
Now he transitions happily, I am happy and his relationship with me is deeper than ever.
As a therapist I cracked how to make this happen, and I want to share it with you.
Comment ‘GUIDE’ to download my FREE step-by-step guide to helping your child happily transition between homes.
You’ve got this!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,22,21,0,100,21,0,0,0,0,0,0,0,0,788c28dfb4635b4919a8ff8565eca81ea6aa12730e3cbfe1889cdddbd1ecc4f6
108778868994125_122157668756027157,2024-02-21,"Do you ever get overwhelmed in the moments when everything is on your shoulders & you feel like no one understands what it's truly like to be the only adult in the home?
I have felt this countless times.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,33,33,0,100,33,0,2,0,0,0,0,0,0,d4362279917dfb81e55aae52b2cc4f39e67c3677132cfed12ee29884f0314f52
108778868994125_122157538328027157,2024-02-20,"Picture this: You model to your child how to get through your divorce and support them to do the same

In 20 years time, they turn to you and thank you, saying you are the reason they can now go on to have healthy romantic relationships of their own…

Comment ‘Guide’ and I will send you my FREE guide to helping your children thrive during and after divorce.

You've got this!

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,22,21,0,100,21,0,0,0,0,0,0,0,0,bf2803a576c5592b0f56918b681d89ef654050320a36432b43b07cea0596c526
108778868994125_122157473528027157,2024-02-20,"Do you ever look at your friends who are in healthy relationships with their family together and feel sad that your children don’t have that?

I suffered with this for years!

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,33,33,0,100,33,0,0,2,0,0,0,0,0,fca00490bf1635c227e073067094e1589a6a443e6e06acd787c020e920fe6828
108778868994125_122157338588027157,2024-02-19,"My son used to cry when he left me for his Dad’s house, BUT then I did this…

Download my free step-by-step guide for exactly how to help your child transition happily by commenting ‘Guide’ below.

You’ve got this!

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,22,21,0,100,21,0,0,0,0,0,0,0,0,cc29a350dcb5f614951c05eaad97bc11a60d6547c73f7121aee9fdc2ddd6993c
108778868994125_122157245666027157,2024-02-19,"Parenting During Divorce: 
Don't ever forget that someone is learning how to be a person by watching you.

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,45,44,0,100,44,0,1,0,0,0,0,0,0,6bfb589e13809f0621a3871cf1da3454f97022ba542ae69436dc856de90639a2
108778868994125_122157128054027157,2024-02-18,"I felt excited and teary-eyed when I realised my children were starting to thrive during my divorce.

This is how yours can too!

Comment ‘Guide’ and I will send you my FREE guide to helping your children thrive during and after divorce.

You've got this!

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,26,24,0,100,24,0,1,0,0,0,0,0,0,ed4449a91745332798b561ab17a3c89874c9e4f99b5fc3e37b71cf03b8442b0c
108778868994125_122157053594027157,2024-02-18,"During Divorce:
Children don't get traumatised because they're hurt. They get traumatised because they're alone with the hurt.

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,52,51,0,100,51,0,2,1,0,0,0,0,0,a788933ce02f5bd4a12ae2475a9f7a68f27aa2f5995befdb2e5aa10cd39cf903
108778868994125_122156914082027157,2024-02-17,"Divorce taught me that nothing in life is guaranteed. Your life can really change overnight.

But your greatest pain can also be your greatest teacher. It taught me to appreciate the little moments of joy because they are really the big moments.

Your children will see the pain you’re in turn in to learning and growth, and this will also be their learning and growth.

You’ve got this!

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,25,23,0,100,23,0,2,0,0,0,0,0,0,6bd6b624cadbdee86debfa9bb033181be8cf4a9d3b930df3fc92bceb425cdb9e
108778868994125_122156852282027157,2024-02-17,"Hard Truth For Divorced Mums:
We put ourselves at the bottom of our priorities, because we think everyone else in our life has more worth than we do.

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,25,24,0,100,24,0,1,0,0,0,0,0,0,051e07570bd30c13b18b7790e68dbfca7e5708c6378dd744909beb904081e03a
